21	59
1032	1068
1073	1103
1116	1151
1153	1175
1179	1203
1222	1251
1259	1296
1317	1343
1351	1377
1929	1953
1966	2011
2110	2201
2393	2437
2438	2471
2494	2541
2547	2569
2589	2621
2625	2669
2683	2718
2724	2751
3293	3317
3332	3371
3481	3600
4270	4298
4432	4458
4466	4511
4619	4711
4804	4834
4845	4891
4990	5090
5147	5162
